Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross income,Rating
120-62-2986,B,Naypyitaw,Normal,Male,Sports and travel,28.18,6,8.45,177.53,03/13/2019,14:22,Credit card,169.08,8.45,6.2
728-46-8598,B,Naypyitaw,Member,Male,Fashion accessories,34.01,6,10.2,214.26,02/27/2019,11:24,Cash,204.06,10.2,7.1
451-39-6136,C,Mandalay,Normal,Male,Electronic accessories,60.73,10,30.36,637.66,01/10/2019,11:10,Cash,607.3,30.36,9.1
561-62-3741,B,Naypyitaw,Normal,Female,Fashion accessories,29.7,7,10.4,218.3,02/16/2019,19:33,Credit card,207.9,10.4,6.7
506-23-2565,A,Yangon,Member,Male,Health and beauty,85.23,5,21.31,447.46,01/11/2019,13:10,Credit card,426.15,21.31,8.2
186-93-7387,A,Yangon,Member,Male,Sports and travel,63.55,9,28.6,600.55,02/03/2019,19:09,Cash,571.95,28.6,4.5
465-51-8801,B,Naypyitaw,Normal,Male,Electronic accessories,25.5,3,3.83,80.33,01/04/2019,10:42,Cash,76.5,3.83,9.0
677-65-9576,B,Naypyitaw,Normal,Female,Food and beverages,14.74,9,6.63,139.29,03/22/2019,20:56,Ewallet,132.66,6.63,7.6
366-29-5973,C,Mandalay,Normal,Female,Fashion accessories,26.17,9,11.78,247.31,02/09/2019,15:26,Cash,235.53,11.78,4.5
109-65-5799,A,Yangon,Normal,Male,Health and beauty,52.81,8,21.12,443.6,03/04/2019,17:19,Cash,422.48,21.12,8.1
854-92-7385,C,Mandalay,Normal,Male,Electronic accessories,85.57,7,29.95,628.94,02/01/2019,12:45,Ewallet,598.99,29.95,6.6
391-93-9715,B,Naypyitaw,Member,Female,Electronic accessories,56.33,4,11.27,236.59,03/20/2019,20:17,Cash,225.32,11.27,8.8
817-89-9060,B,Naypyitaw,Member,Male,Sports and travel,30.27,3,4.54,95.35,03/21/2019,17:17,Ewallet,90.81,4.54,7.8
832-66-1134,A,Yangon,Member,Male,Home and lifestyle,13.62,9,6.13,128.71,02/06/2019,14:08,Ewallet,122.58,6.13,9.8
813-14-6410,A,Yangon,Member,Male,Health and beauty,37.35,4,7.47,156.87,03/05/2019,15:29,Cash,149.4,7.47,5.9
112-25-5078,A,Yangon,Normal,Male,Electronic accessories,58.46,2,5.85,122.77,02/02/2019,16:53,Cash,116.92,5.85,5.1
498-97-6113,B,Naypyitaw,Member,Male,Sports and travel,61.47,8,24.59,516.35,03/27/2019,13:30,Ewallet,491.76,24.59,4.6
215-40-8113,B,Naypyitaw,Member,Male,Electronic accessories,66.08,8,26.43,555.07,01/07/2019,20:13,Cash,528.64,26.43,5.2
807-70-3539,B,Naypyitaw,Normal,Male,Health and beauty,41.66,2,4.17,87.49,01/06/2019,19:50,Credit card,83.32,4.17,5.5
464-92-3521,B,Naypyitaw,Member,Male,Health and beauty,64.88,2,6.49,136.25,03/22/2019,10:03,Cash,129.76,6.49,6.0
549-34-1349,C,Mandalay,Member,Male,Food and beverages,22.42,4,4.48,94.16,03/24/2019,15:51,Cash,89.68,4.48,7.4
601-34-4057,C,Mandalay,Member,Female,Sports and travel,43.97,1,2.2,46.17,02/07/2019,18:44,Cash,43.97,2.2,6.6
560-47-5314,C,Mandalay,Normal,Female,Home and lifestyle,78.76,10,39.38,826.98,01/09/2019,18:09,Cash,787.6,39.38,7.3
472-89-4912,C,Mandalay,Member,Female,Home and lifestyle,39.67,9,17.85,374.88,01/03/2019,19:54,Credit card,357.03,17.85,5.1
430-62-6276,B,Naypyitaw,Normal,Male,Fashion accessories,62.66,9,28.2,592.14,01/20/2019,19:18,Ewallet,563.94,28.2,8.6
132-83-7366,A,Yangon,Member,Male,Health and beauty,79.88,3,11.98,251.62,03/04/2019,13:06,Ewallet,239.64,11.98,5.2
952-20-8668,C,Mandalay,Member,Female,Sports and travel,52.42,4,10.48,220.16,01/27/2019,20:31,Cash,209.68,10.48,4.4
411-19-4537,C,Mandalay,Normal,Female,Health and beauty,75.89,1,3.79,79.68,01/06/2019,11:53,Cash,75.89,3.79,5.6
283-81-7802,C,Mandalay,Member,Male,Health and beauty,25.16,7,8.81,184.93,02/01/2019,19:40,Credit card,176.12,8.81,7.2
616-53-3591,C,Mandalay,Normal,Female,Health and beauty,80.63,7,28.22,592.63,01/24/2019,18:25,Credit card,564.41,28.22,5.0
748-65-6299,C,Mandalay,Normal,Female,Food and beverages,59.53,9,26.79,562.56,02/17/2019,16:48,Cash,535.77,26.79,5.9
135-46-1267,C,Mandalay,Normal,Male,Electronic accessories,43.8,5,10.95,229.95,02/20/2019,10:46,Credit card,219.0,10.95,6.7
666-75-3534,C,Mandalay,Member,Female,Electronic accessories,32.19,4,6.44,135.2,03/30/2019,14:58,Cash,128.76,6.44,5.9
930-48-2505,A,Yangon,Normal,Female,Health and beauty,31.2,3,4.68,98.28,02/01/2019,13:16,Ewallet,93.6,4.68,9.3
197-86-5921,C,Mandalay,Member,Male,Sports and travel,65.5,6,19.65,412.65,03/30/2019,19:52,Credit card,393.0,19.65,5.0
888-39-1187,A,Yangon,Member,Female,Fashion accessories,35.83,6,10.75,225.73,02/23/2019,11:55,Ewallet,214.98,10.75,8.9
814-38-3509,C,Mandalay,Member,Female,Fashion accessories,11.29,9,5.08,106.69,01/20/2019,15:32,Cash,101.61,5.08,7.2
235-53-2352,A,Yangon,Normal,Female,Fashion accessories,48.38,10,24.19,507.99,02/07/2019,16:09,Credit card,483.8,24.19,5.3
238-71-4245,B,Naypyitaw,Normal,Male,Food and beverages,26.92,2,2.69,56.53,03/31/2019,12:48,Cash,53.84,2.69,6.6
215-95-7776,B,Naypyitaw,Member,Male,Sports and travel,28.64,2,2.86,60.14,03/29/2019,19:05,Ewallet,57.28,2.86,6.6
731-66-3389,B,Naypyitaw,Member,Female,Home and lifestyle,55.35,6,16.61,348.71,02/09/2019,12:22,Cash,332.1,16.61,4.1
155-41-3419,B,Naypyitaw,Member,Male,Health and beauty,22.48,6,6.74,141.62,01/11/2019,11:47,Credit card,134.88,6.74,8.4
659-76-5237,B,Naypyitaw,Member,Female,Health and beauty,47.7,8,19.08,400.68,03/10/2019,13:13,Cash,381.6,19.08,6.0
390-35-5444,C,Mandalay,Member,Male,Sports and travel,73.42,10,36.71,770.91,02/02/2019,12:03,Cash,734.2,36.71,7.2
399-93-7332,A,Yangon,Member,Male,Sports and travel,56.41,5,14.1,296.15,02/16/2019,11:01,Cash,282.05,14.1,9.5
829-12-1651,A,Yangon,Normal,Male,Sports and travel,47.21,10,23.61,495.71,03/06/2019,17:35,Cash,472.1,23.61,5.1
740-48-4869,A,Yangon,Normal,Female,Food and beverages,45.94,7,16.08,337.66,03/29/2019,15:22,Cash,321.58,16.08,4.1
502-94-3248,C,Mandalay,Normal,Male,Home and lifestyle,80.92,1,4.05,84.97,01/29/2019,12:21,Cash,80.92,4.05,9.7
559-79-3158,A,Yangon,Member,Female,Fashion accessories,53.83,4,10.77,226.09,02/09/2019,19:21,Cash,215.32,10.77,6.6
888-28-3589,A,Yangon,Member,Male,Fashion accessories,63.08,5,15.77,331.17,01/18/2019,16:58,Ewallet,315.4,15.77,9.4
553-91-5485,B,Naypyitaw,Member,Male,Health and beauty,68.17,3,10.23,214.74,02/22/2019,16:19,Cash,204.51,10.23,8.6
727-39-4804,A,Yangon,Member,Male,Electronic accessories,76.0,1,3.8,79.8,02/04/2019,19:36,Ewallet,76.0,3.8,7.7
288-59-9051,A,Yangon,Normal,Male,Fashion accessories,18.73,8,7.49,157.33,03/02/2019,20:23,Ewallet,149.84,7.49,9.1
860-95-4323,B,Naypyitaw,Member,Male,Electronic accessories,47.69,1,2.38,50.07,02/04/2019,16:14,Ewallet,47.69,2.38,9.8
894-15-7232,A,Yangon,Normal,Male,Health and beauty,65.03,8,26.01,546.25,02/01/2019,16:25,Credit card,520.24,26.01,9.2
650-60-1643,C,Mandalay,Member,Female,Home and lifestyle,44.97,2,4.5,94.44,01/06/2019,13:33,Credit card,89.94,4.5,9.0
532-47-1893,C,Mandalay,Member,Male,Sports and travel,37.86,8,15.14,318.02,02/06/2019,17:10,Cash,302.88,15.14,5.8
812-79-3216,C,Mandalay,Normal,Male,Food and beverages,9.97,8,3.99,83.75,01/24/2019,19:57,Credit card,79.76,3.99,7.0
356-51-3686,B,Naypyitaw,Normal,Female,Sports and travel,41.76,3,6.26,131.54,01/26/2019,17:05,Ewallet,125.28,6.26,9.4
263-58-7235,C,Mandalay,Member,Male,Fashion accessories,58.73,8,23.49,493.33,02/19/2019,18:39,Ewallet,469.84,23.49,4.5
847-67-5731,A,Yangon,Member,Female,Electronic accessories,29.31,3,4.4,92.33,02/23/2019,14:19,Ewallet,87.93,4.4,8.3
610-79-1094,C,Mandalay,Member,Male,Electronic accessories,64.8,1,3.24,68.04,02/28/2019,17:54,Ewallet,64.8,3.24,5.5
350-80-5556,C,Mandalay,Member,Male,Sports and travel,41.76,8,16.7,350.78,03/18/2019,19:00,Credit card,334.08,16.7,6.7
691-87-5889,C,Mandalay,Member,Male,Fashion accessories,12.41,3,1.86,39.09,01/19/2019,10:42,Ewallet,37.23,1.86,6.1
906-81-3906,B,Naypyitaw,Member,Male,Health and beauty,22.91,3,3.44,72.17,03/26/2019,19:36,Cash,68.73,3.44,5.7
663-18-5797,B,Naypyitaw,Member,Female,Fashion accessories,33.83,5,8.46,177.61,01/09/2019,16:53,Ewallet,169.15,8.46,9.4
211-83-9666,B,Naypyitaw,Normal,Male,Electronic accessories,48.1,9,21.64,454.54,01/27/2019,19:03,Cash,432.9,21.64,5.3
232-88-9132,A,Yangon,Normal,Female,Sports and travel,28.18,6,8.45,177.53,03/21/2019,15:59,Credit card,169.08,8.45,7.5
124-69-2932,C,Mandalay,Normal,Female,Fashion accessories,26.62,10,13.31,279.51,01/25/2019,10:07,Ewallet,266.2,13.31,5.7
306-98-5614,C,Mandalay,Normal,Female,Electronic accessories,42.97,6,12.89,270.71,01/28/2019,10:40,Ewallet,257.82,12.89,8.8
505-82-1477,B,Naypyitaw,Normal,Female,Health and beauty,35.91,9,16.16,339.35,03/29/2019,15:21,Credit card,323.19,16.16,4.0
259-90-8546,A,Yangon,Normal,Female,Electronic accessories,88.29,8,35.32,741.64,03/24/2019,12:30,Credit card,706.32,35.32,8.8
648-12-4412,C,Mandalay,Normal,Female,Home and lifestyle,72.96,1,3.65,76.61,03/28/2019,15:35,Credit card,72.96,3.65,5.8
962-31-7382,C,Mandalay,Normal,Female,Fashion accessories,30.44,3,4.57,95.89,02/18/2019,20:34,Ewallet,91.32,4.57,4.2
343-57-8404,A,Yangon,Normal,Male,Food and beverages,44.04,6,13.21,277.45,01/12/2019,17:56,Credit card,264.24,13.21,5.6
125-71-9192,B,Naypyitaw,Member,Female,Electronic accessories,77.8,6,23.34,490.14,01/12/2019,17:32,Ewallet,466.8,23.34,8.7
235-36-1598,A,Yangon,Normal,Female,Electronic accessories,39.83,9,17.92,376.39,01/13/2019,18:43,Credit card,358.47,17.92,6.0
147-23-9529,B,Naypyitaw,Member,Male,Sports and travel,58.09,1,2.9,60.99,01/12/2019,15:29,Cash,58.09,2.9,7.6
383-78-6228,C,Mandalay,Member,Female,Fashion accessories,59.11,5,14.78,310.33,01/26/2019,13:18,Credit card,295.55,14.78,5.3
204-36-9888,B,Naypyitaw,Normal,Male,Fashion accessories,29.89,3,4.48,94.15,03/21/2019,18:32,Ewallet,89.67,4.48,4.1
446-79-8268,B,Naypyitaw,Normal,Female,Food and beverages,36.57,5,9.14,191.99,02/09/2019,19:57,Ewallet,182.85,9.14,5.0
821-86-8304,A,Yangon,Normal,Male,Electronic accessories,23.47,1,1.17,24.64,02/24/2019,16:11,Credit card,23.47,1.17,4.3
195-99-8672,C,Mandalay,Normal,Female,Home and lifestyle,17.73,9,7.98,167.55,03/01/2019,19:08,Ewallet,159.57,7.98,9.5
472-60-4004,A,Yangon,Normal,Female,Sports and travel,76.32,4,15.26,320.54,03/20/2019,14:58,Cash,305.28,15.26,4.9
966-31-5624,C,Mandalay,Normal,Female,Fashion accessories,10.42,8,4.17,87.53,02/14/2019,17:29,Cash,83.36,4.17,6.9
510-85-7773,B,Naypyitaw,Member,Male,Food and beverages,22.92,2,2.29,48.13,02/08/2019,18:29,Cash,45.84,2.29,7.9
903-65-6606,A,Yangon,Member,Male,Food and beverages,8.63,7,3.02,63.43,03/30/2019,19:27,Cash,60.41,3.02,5.2
710-69-6330,C,Mandalay,Member,Male,Fashion accessories,67.15,2,6.72,141.02,03/04/2019,11:37,Credit card,134.3,6.72,8.3
606-92-2007,C,Mandalay,Member,Female,Health and beauty,15.57,7,5.45,114.44,03/18/2019,16:20,Cash,108.99,5.45,4.7
300-36-6187,A,Yangon,Member,Male,Electronic accessories,51.24,3,7.69,161.41,03/20/2019,19:28,Ewallet,153.72,7.69,5.7
967-26-5819,B,Naypyitaw,Normal,Female,Food and beverages,59.47,6,17.84,374.66,03/20/2019,18:25,Credit card,356.82,17.84,7.5
542-99-7459,A,Yangon,Member,Male,Home and lifestyle,71.91,9,32.36,679.55,02/06/2019,10:15,Credit card,647.19,32.36,6.2
668-59-6902,C,Mandalay,Normal,Female,Home and lifestyle,51.79,7,18.13,380.66,03/02/2019,12:12,Cash,362.53,18.13,8.0
239-20-3248,B,Naypyitaw,Member,Female,Electronic accessories,20.74,1,1.04,21.78,03/04/2019,20:27,Ewallet,20.74,1.04,4.1
331-33-7959,C,Mandalay,Normal,Female,Sports and travel,41.81,3,6.27,131.7,02/27/2019,16:22,Credit card,125.43,6.27,6.5
138-82-8917,C,Mandalay,Member,Female,Health and beauty,31.54,9,14.19,298.05,03/15/2019,15:02,Credit card,283.86,14.19,9.6
180-76-2449,C,Mandalay,Normal,Male,Home and lifestyle,22.37,2,2.24,46.98,02/05/2019,17:33,Credit card,44.74,2.24,8.4
624-70-6431,A,Yangon,Normal,Male,Sports and travel,73.25,1,3.66,76.91,01/02/2019,17:29,Credit card,73.25,3.66,7.2
162-90-8752,B,Naypyitaw,Normal,Female,Home and lifestyle,62.74,1,3.14,65.88,02/08/2019,19:16,Ewallet,62.74,3.14,7.6
971-45-5129,C,Mandalay,Normal,Male,Electronic accessories,17.18,10,8.59,180.39,01/17/2019,18:04,Credit card,171.8,8.59,6.9
557-57-3873,A,Yangon,Normal,Female,Food and beverages,45.78,1,2.29,48.07,03/17/2019,12:42,Cash,45.78,2.29,7.6
941-29-9125,B,Naypyitaw,Normal,Male,Fashion accessories,76.96,9,34.63,727.27,01/11/2019,12:38,Ewallet,692.64,34.63,6.1
370-24-1860,B,Naypyitaw,Normal,Male,Sports and travel,24.76,3,3.71,77.99,02/14/2019,10:41,Credit card,74.28,3.71,8.4
799-59-8775,A,Yangon,Normal,Female,Sports and travel,62.23,8,24.89,522.73,03/10/2019,13:24,Cash,497.84,24.89,8.5
199-78-6797,B,Naypyitaw,Member,Female,Electronic accessories,45.56,8,18.22,382.7,03/09/2019,20:02,Cash,364.48,18.22,5.9
891-96-4961,B,Naypyitaw,Normal,Female,Food and beverages,49.13,5,12.28,257.93,03/16/2019,16:29,Cash,245.65,12.28,5.5
521-22-9605,C,Mandalay,Normal,Male,Fashion accessories,33.06,3,4.96,104.14,01/02/2019,11:00,Credit card,99.18,4.96,4.1
708-94-4552,A,Yangon,Normal,Female,Fashion accessories,28.15,5,7.04,147.79,03/21/2019,11:03,Ewallet,140.75,7.04,4.2
289-24-4018,C,Mandalay,Member,Male,Fashion accessories,18.39,10,9.2,193.1,03/24/2019,19:51,Ewallet,183.9,9.2,7.9
888-51-5216,B,Naypyitaw,Member,Female,Home and lifestyle,79.36,8,31.74,666.62,02/24/2019,20:49,Credit card,634.88,31.74,5.7
171-72-4287,A,Yangon,Member,Female,Health and beauty,36.61,7,12.81,269.08,02/03/2019,12:28,Cash,256.27,12.81,4.4
552-43-2692,C,Mandalay,Normal,Male,Sports and travel,47.84,3,7.18,150.7,03/20/2019,20:06,Ewallet,143.52,7.18,6.6
